Funciones,Personas a cargo,Incentivos,UbicaciÃ³n,details,Idiomas,Info Otros Países,technologies,link,Experiencia,textos_limpios,company_name,FormaciÃ³n MÃ­nima,Nivel Profesional,+ Países,additional_info,date,job_name,Tipo contrato,Imprescindible Residir,CVs inscritos en el proceso,Ubicación,Número de puestos,Jornada,Formación Mínima,Salario,offer_id,Otras Provincias,tecnologias,textos_limpios,tecnologias
Big Data,,,,,,,"['data', 'Python', 'SQL']",https://www.tecnoempleo.com/data-engineer-madrid/data-python-sql/rf-77741861e277032bea49,3-5 años,Big Data,Krell Consulting & Training,,Empleado,,,02/08/2024,Data Engineer,Indefinido,,27,Madrid - España,,Jornada completa,Grado Medio,,77741861e277032bea49,,"data, Python, SQL, Big Data",Big Data,"data, Python, SQL, Big Data"
Administrador,,,Madrid (HÃ­brido),,Español (Alto),,"['Oracle', 'sistemas operativos...']",https://www.tecnoempleo.com/administrador-sistemas-hibrido/oracle-sistemas-operativos/rf-f79d10daf27a23b07b40,3 aÃ±os,Administrador,Krell Consulting & Training,,Empleado,,,02/08/2024,Administrador de sistemas,Indefinido,España,19,,2,Jornada completa,FP2/Grado Superior,,f79d10daf27a23b07b40,,"Oracle, sistemas operativos..., Administrador",Administrador,"Oracle, sistemas operativos..., Administrador"
DevOps,,,,,Inglés (Alto),,"['openshift', 'docker', 'kubernetes']",https://www.tecnoempleo.com/devops-integrador-hibrido/openshift-docker-kubernetes-terraform-prometheus/rf-4d1811bdf2aba3bb444b,3 años,DevOpsTécnico de Sistemas,PANEL Sistemas Informáticos,,Empleado,,,02/08/2024,DevOps Integrador,Indefinido,España,15,Madrid (Híbrido),7,Jornada completa,FP2/Grado Superior,,4d1811bdf2aba3bb444b,,"openshift, docker, kubernetes, terraform, Prometheus, Grafana, ELK Stack, Cloud Build, DevOps, Técnico de Sistemas",DevOpsTécnico de Sistemas,"openshift, docker, kubernetes, terraform, Prometheus, Grafana, ELK Stack, Cloud Build, DevOps, Técnico de Sistemas"
Arquitecto TIC,,,,,Inglés (Alto),,"['Api', 'Oracle', 'Google cloud']",https://www.tecnoempleo.com/arquitecto-integracion-madrid/api-oracle-google-cloud/rf-48421ecdc283935b254d,3 años,Arquitecto TIC,Krell Consulting & Training,,Especialista,,,02/08/2024,Arquitecto de integración,Indefinido,,9,Madrid - España,,Jornada completa,FP2/Grado Superior,,48421ecdc283935b254d,,"Api, Oracle, Google cloud, Arquitecto TIC",Arquitecto TIC,"Api, Oracle, Google cloud, Arquitecto TIC"
Programador,,,,,Inglés (Alto),,"['Java', 'Spring', 'Angular']",https://www.tecnoempleo.com/desarrollador-full-stack-hibrido/java-spring-angular/rf-17f01bb1021c53ebdb4b,3-5 años,Programador,Krell Consulting & Training,,Empleado,,,02/08/2024,Desarrollador/a Full-Stack,Indefinido,España,23,Madrid (Híbrido),,Jornada completa,Sin estudios,,17f01bb1021c53ebdb4b,"Barcelona, Bizkaia, Sevilla y Valencia","Java, Spring, Angular, Programador",Programador,"Java, Spring, Angular, Programador"
Analista Programador,,,,,Inglés (Alto),,"['JAVA', 'Angular']",https://www.tecnoempleo.com/desarrollador-fullstack-senior-ingles-hibrido/java-angular/rf-1d7e1b1a0269e3659347,3 años,Analista Programador,Krell Consulting & Training,,Empleado,,,02/08/2024,Desarrollador Fullstack Senior + Ingles,Indefinido,,9,Madrid (Híbrido),,Jornada completa,Grado Medio,,1d7e1b1a0269e3659347,,"JAVA, Angular, Analista Programador",Analista Programador,"JAVA, Angular, Analista Programador"
Administrador,,,,,,,"['vmware', 'nutanix', 'xenserver']",https://www.tecnoempleo.com/administracion-sistemas-presencial/vmware-nutanix-xenserver-hpc-ad-windows/rf-2bf2110452b903cd6741,2 años,Administrador,Digital Talent Agency,,Empleado,,,02/08/2024,Administración de sistemas,Indefinido,,22,Barcelona (Presencial),,Jornada completa,,,2bf2110452b903cd6741,,"vmware, nutanix, xenserver, hpc, ad, windows, linux, ibm storage, hp storage, dell emc storage, Administrador",Administrador,"vmware, nutanix, xenserver, hpc, ad, windows, linux, ibm storage, hp storage, dell emc storage, Administrador"
Soporte Técnico,,,,,Euskera (Alto),,"['windows', 'office', 'software']",https://www.tecnoempleo.com/tecnico-micro-presencial/windows-office-software-hardware/rf-d8a91055220a23b6e14b,1 año,Soporte TécnicoTécnico HardwareTécnico Software,Grupo Sermicro,,Empleado,,,02/08/2024,Técnico/a micro,A determinar,Provincia Puesto,17,Bizkaia (Presencial),,Turno rotatorio,FP2/Grado Superior,,d8a91055220a23b6e14b,,"windows, office, software, hardware, Soporte Técnico, Técnico Hardware, Técnico Software",Soporte TécnicoTécnico HardwareTécnico Software,"windows, office, software, hardware, Soporte Técnico, Técnico Hardware, Técnico Software"
Big Data,,,,,,,"['Neo4J', 'java']",https://www.tecnoempleo.com/data-engineer-neo4j-teletrabajo-remoto/neo4j-java/rf-d9fb1e3922aa93470f43,3-5 años,Big DataProgramador,Grupo Digital,,Especialista,,,02/08/2024,Data Engineer (Neo4J) Teletrabajo,Indefinido,,17,100% En remoto,,Jornada completa,Ingeniero Superior,,d9fb1e3922aa93470f43,,"Neo4J, java, Big Data, Programador",Big DataProgramador,"Neo4J, java, Big Data, Programador"
Electrónica,,,,,,,"['C', 'Python', 'CAN']",https://www.tecnoempleo.com/embedded-software-engineer-madrid/c-python-can/rf-2141186502607336f449,3-5 años,Electrónica,Destinus,,Empleado,,,02/08/2024,Embedded Software Engineer,Indefinido,,5,Madrid - España,,Jornada completa,,,2141186502607336f449,,"C, Python, CAN, Electrónica",Electrónica,"C, Python, CAN, Electrónica"
Técnico de Sistemas,,,,,,,"['Fortinet', 'VMWare']",https://www.tecnoempleo.com/tecnico-network-sistemas-lleida/fortinet-vmware/rf-acbd1b4872bd23222a45,Más de 5 años,Técnico de Sistemas,7 PLAY,,Empleado,,,02/08/2024,Técnico Network y Sistemas,Indefinido,,10,Lleida - España,,Jornada completa,,,acbd1b4872bd23222a45,,"Fortinet, VMWare, Técnico de Sistemas",Técnico de Sistemas,"Fortinet, VMWare, Técnico de Sistemas"
Tester,,,,,,,"['QA', 'Python', 'java']",https://www.tecnoempleo.com/software-qa-manual-hibrido/qa-python-java/rf-bcee1f7522861341e94c,3 años,Tester,Page Personnel,,Empleado,,,02/08/2024,Software QA Manual,Indefinido,,109,Barcelona (Híbrido),,Jornada completa,,24.000 € - 30.000 € Bruto/año,bcee1f7522861341e94c,,"QA, Python, java, Tester",Tester,"QA, Python, java, Tester"
Programador,,,,,,,"['SAP', 'ABAP']",https://www.tecnoempleo.com/programador-sap-abap-remoto/sap-abap/rf-44ef187d620f83d2584d,3 años,Programador,Michael Page,,Empleado,,,02/08/2024,Programador/a SAP ABAP,Indefinido,España,24,100% En remoto,,Jornada completa,,,44ef187d620f83d2584d,,"SAP, ABAP, Programador",Programador,"SAP, ABAP, Programador"
Programador,,,,,,,"['Python', 'SQL']",https://www.tecnoempleo.com/desarrollador-python-senior-freelance-remoto/python-sql/rf-0b971f80c26673185f4c,Más de 5 años,Programador,CIVIR,,Empleado,,,02/08/2024,Desarrollador Python Senior (Freelance),Freelance/Autónomo,España,16,100% En remoto,,Jornada completa,,,0b971f80c26673185f4c,,"Python, SQL, Programador",Programador,"Python, SQL, Programador"
Ingenieros/Industria,,,,,,,"['C', 'Matlab', 'Simulink']",https://www.tecnoempleo.com/lider-tecnico-cargas-tiles-rf-hibrido/c-matlab-simulink/rf-33f119c602da63dffa4b,Más de 5 años,Ingenieros/IndustriaJefe de Proyecto,GMV,,Empleado,,,02/08/2024,Líder Técnico de Cargas Útiles RF,Indefinido,,8,Madrid (Híbrido),,Jornada completa,,,33f119c602da63dffa4b,,"C, Matlab, Simulink, Ingenieros/Industria, Jefe de Proyecto",Ingenieros/IndustriaJefe de Proyecto,"C, Matlab, Simulink, Ingenieros/Industria, Jefe de Proyecto"
Desarrollador Web,,,,,,,"['PHP', 'Laravel', 'Symfony']",https://www.tecnoempleo.com/programador-senior-php-h-m-gipuzkoa/php-laravel-symfony/rf-c65d13ae020cc3885d47,3 años,Desarrollador WebProgramador,Michael Page,,Empleado,,,02/08/2024,Programador Senior PHP (H/M),Indefinido,,47,Gipuzkoa - España,,Jornada completa,,,c65d13ae020cc3885d47,,"PHP, Laravel, Symfony, Desarrollador Web, Programador",Desarrollador WebProgramador,"PHP, Laravel, Symfony, Desarrollador Web, Programador"
Jefe de Proyecto,,,,,,,"['SAP', 'HANA']",https://www.tecnoempleo.com/chief-information-officer-cio-madrid/sap-hana/rf-abe116eb22ba13e3b044,Más de 5 años,Jefe de Proyecto,Michael Page,,Empleado,,,02/08/2024,Chief Information Officer (CIO),Indefinido,,12,Madrid - España,,Jornada completa,,,abe116eb22ba13e3b044,,"SAP, HANA, Jefe de Proyecto",Jefe de Proyecto,"SAP, HANA, Jefe de Proyecto"
Tester,,,,,,,"['QA', 'testing']",https://www.tecnoempleo.com/qa-tester-barcelona/qa-testing/rf-64631d4712b04311e341,1 año,Tester,Page Personnel,,Empleado,,,02/08/2024,QA Tester,Indefinido,,47,Barcelona - España,,Jornada completa,FP2/Grado Superior,33.000 € - 48.000 € Bruto/año,64631d4712b04311e341,,"QA, testing, Tester",Tester,"QA, testing, Tester"
Desarrollador Web,,,,,,,"['JavaScript', 'Typescript', 'HTML5']",https://www.tecnoempleo.com/ingeniero-desarrollo-javascript-remoto/javascript-typescript-html5-css/rf-a3cf1d327219b3209741,Más de 5 años,Desarrollador WebProgramador,KTI Key Talent Indicator,,Empleado,,,02/08/2024,Ingeniero/a de Desarrollo JavaScript,Indefinido,,40,100% En remoto,,Jornada completa,,,a3cf1d327219b3209741,,"JavaScript, Typescript, HTML5, CSS, Desarrollador Web, Programador",Desarrollador WebProgramador,"JavaScript, Typescript, HTML5, CSS, Desarrollador Web, Programador"
Ingenieros/Industria,,"Retribución Flexible, Seguro médico",,,Inglés (Alto),,"['IEEE', 'Modbus']",https://www.tecnoempleo.com/disenador-electrico-remoto/ieee-modbus/rf-ca7d10f8b22153590a4e,3-5 años,Ingenieros/Industria,OXIGENT Technologies,,Empleado,,,02/08/2024,Diseñador/a Eléctrico,Indefinido,España,22,100% En remoto,,Jornada completa,Ingeniero Superior,39.000 € - 45.000 € Bruto/año,ca7d10f8b22153590a4e,,"IEEE, Modbus, Ingenieros/Industria",Ingenieros/Industria,"IEEE, Modbus, Ingenieros/Industria"
Ingenieros/Industria,,,,,,,"['UAV', 'CAD']",https://www.tecnoempleo.com/uav-systems-engineer-madrid/uav-cad/rf-a4421736329c135eed41,3 años,Ingenieros/Industria,Destinus,,Empleado,,,02/08/2024,UAV Systems Engineer,Indefinido,,0,Madrid - España,,Jornada completa,,,a4421736329c135eed41,,"UAV, CAD, Ingenieros/Industria",Ingenieros/Industria,"UAV, CAD, Ingenieros/Industria"
Programador,,,,,,,['C++'],https://www.tecnoempleo.com/desarrollador-software-embebido-hibrido/c/rf-5822179652435375d149,2 años,Programador,HAYS,,Empleado,,,02/08/2024,Desarrollador software embebido,Indefinido,,10,Valencia (Híbrido),,Jornada completa,,,5822179652435375d149,,"C++, Programador",Programador,"C++, Programador"
Big Data,,,,,,,"['ETL', 'Python', 'CI/CD']",https://www.tecnoempleo.com/data-engineer-madrid/etl-python-ci-cd-aws/rf-81071af7e2e323c4624a,3 años,Big Data,DATAIS,,Empleado,,,02/08/2024,Data Engineer,Indefinido,,6,Madrid - España,,Jornada completa,,,81071af7e2e323c4624a,,"ETL, Python, CI/CD, AWS, Big Data",Big Data,"ETL, Python, CI/CD, AWS, Big Data"
Ingenieros/Industria,,,,,,,['CAM'],https://www.tecnoempleo.com/ingeniero-aplicaciones-pais-vasco/cam/rf-837a16f2e23e23bf234b,3 años,Ingenieros/Industria,Michael Page,,Empleado,,,02/08/2024,Ingeniero/a de Aplicaciones,Indefinido,,0,País Vasco,,Jornada completa,,,837a16f2e23e23bf234b,,"CAM, Ingenieros/Industria",Ingenieros/Industria,"CAM, Ingenieros/Industria"
Jefe de Proyecto,,,,,,,"['PMO', 'SAP']",https://www.tecnoempleo.com/director-proyectos-pontevedra/pmo-sap/rf-38cb18da5284c3056e44,Más de 5 años,Jefe de Proyecto,Page Personnel,,Director / Gerente,,,02/08/2024,Director/a de Proyectos,Indefinido,,37,Vigo - Pontevedra - España,,Jornada completa,,48.000 € - 72.000 € Bruto/año,38cb18da5284c3056e44,,"PMO, SAP, Jefe de Proyecto",Jefe de Proyecto,"PMO, SAP, Jefe de Proyecto"
Consultor,,,,,,,"['SAP', 'HANA']",https://www.tecnoempleo.com/sap-pm-consultant-remoto/sap-hana/rf-c54418c3d280a338fd47,Más de 5 años,Consultor,Recruit 121 Group,,Empleado,,,02/08/2024,SAP PM Consultant,Indefinido,España,14,100% En remoto,,Jornada completa,,48.000 € - 72.000 € Bruto/año,c54418c3d280a338fd47,,"SAP, HANA, Consultor",Consultor,"SAP, HANA, Consultor"
Programador,,,Barcelona (HÃ­brido),,,,"['C', 'C++']",https://www.tecnoempleo.com/senior-c-developer-hibrido/c-c/rf-ca3c127a4219d3b8e54b,MÃ¡s de 5 aÃ±os,Programador,HAYS,,Empleado,,,02/08/2024,Senior C Developer,Indefinido,,7,,,Jornada completa,,39.000 € - 45.000 € Bruto/aÃ±o,ca3c127a4219d3b8e54b,,"C, C++, Programador",Programador,"C, C++, Programador"
Programador,,,,,,,"['Python', 'Flask', 'FastAPI']",https://www.tecnoempleo.com/programador-python-barcelona/python-flask-fastapi/rf-37721601b20b434da549,3 años,Programador,Kinsei Talent,,Empleado,,,02/08/2024,Programador Python,Indefinido,,29,Barcelona - España,,Jornada completa,,39.000 € - 60.000 € Bruto/año,37721601b20b434da549,,"Python, Flask, FastAPI, Programador",Programador,"Python, Flask, FastAPI, Programador"
Redes,,,,,,,"['Cisco', 'Fortinet', 'Juniper']",https://www.tecnoempleo.com/tecnico-redes-n2-hibrido/cisco-fortinet-juniper/rf-3fac19cd1261836d7f4c,3 años,Redes,CIVIR,,Empleado,,,02/08/2024,Técnico de Redes N2,Indefinido,,19,Madrid (Híbrido),,Jornada completa,,,3fac19cd1261836d7f4c,,"Cisco, Fortinet, Juniper, Redes",Redes,"Cisco, Fortinet, Juniper, Redes"
Diseño gráfico,,,,,,,"['Adobe', 'Figma', 'Sketch']",https://www.tecnoempleo.com/diseno-grafico-beca-practicas-madrid/adobe-figma-sketch/rf-de3317bdc201c3a44f45,Sin Experiencia,Diseño gráfico,cliniclic!,,Prácticas / Beca,,,02/08/2024,Diseño Gráfico (Beca prácticas),Prácticas,,63,Madrid - España,,Jornada completa,FP2/Grado Superior,,de3317bdc201c3a44f45,,"Adobe, Figma, Sketch, Diseño gráfico",Diseño gráfico,"Adobe, Figma, Sketch, Diseño gráfico"
Ingenieros/Industria,,,Bilbao - Bizkaia - EspaÃ±a,,,,['Project Manager'],https://www.tecnoempleo.com/project-manager-bizkaia/project-manager/rf-a2fb1c6ef2cc83a33540,3 aÃ±os,Ingenieros/IndustriaJefe de Proyecto,Michael Page,,Empleado,,,02/08/2024,Project Manager,Indefinido,,11,,,Jornada completa,,,a2fb1c6ef2cc83a33540,,"Project Manager, Ingenieros/Industria, Jefe de Proyecto",Ingenieros/IndustriaJefe de Proyecto,"Project Manager, Ingenieros/Industria, Jefe de Proyecto"
Consultor,,,,,,,"['Dynamics', 'Business Central']",https://www.tecnoempleo.com/consultor-microsoft-dynamics-business-central-hibr/dynamics-business-centr/rf-87b117eae24ea37dc142,3-5 años,Consultor,LÃBERIT,,Empleado,,,02/08/2024,Consultor/a Microsoft Dynamics Business Central,Indefinido,,11,Madrid (Híbrido),,Jornada completa,Postgrado EEES (Máster),30.000 € - 42.000 € Bruto/año,87b117eae24ea37dc142,,"Dynamics, Business Central, Consultor",Consultor,"Dynamics, Business Central, Consultor"
Técnico de Sistemas,,,,,,,"['Linux', 'MBSE', 'Python']",https://www.tecnoempleo.com/junior-systems-engineer-hibrido/linux-mbse-python/rf-b23e1943129c732dc340,1 año,Técnico de Sistemas,GMV,,Empleado,,,02/08/2024,Junior systems engineer,Indefinido,,65,Madrid (Híbrido),,Jornada completa,,,b23e1943129c732dc340,,"Linux, MBSE, Python, Técnico de Sistemas",Técnico de Sistemas,"Linux, MBSE, Python, Técnico de Sistemas"
Desarrollador Web,,,,,,,"['PHP', 'SQL']",https://www.tecnoempleo.com/desarrollador-backend-php-nativo-remoto/php-sql/rf-725119b1e254e3f0e64f,3 años,Desarrollador WebProgramador,Page Personnel,,Empleado,,,02/08/2024,Desarrollador/a Backend PHP nativo,Indefinido,,273,100% En remoto,,Jornada completa,,30.000 € - 42.000 € Bruto/año,725119b1e254e3f0e64f,,"PHP, SQL, Desarrollador Web, Programador",Desarrollador WebProgramador,"PHP, SQL, Desarrollador Web, Programador"
Redes,,,,,,,"['VoIP', 'IP', 'Windows']",https://www.tecnoempleo.com/tecnicos-en-telefonia-voip-lleida/voip-ip-windows-linux/rf-00681d8fb2d283a15146,3-5 años,RedesTécnico de Sistemas,7 PLAY,,Empleado,,,02/08/2024,Técnicos en Telefonía / VoIP,Indefinido,,5,Lleida - España,,Jornada completa,,,00681d8fb2d283a15146,,"VoIP, IP, Windows, Linux, Redes, Técnico de Sistemas",RedesTécnico de Sistemas,"VoIP, IP, Windows, Linux, Redes, Técnico de Sistemas"
Electrónica,,,,,,,"['PCB', 'Altium', 'C']",https://www.tecnoempleo.com/electronic-design-engineer-madrid/pcb-altium-c-c/rf-34ed1fbe72b1a3f67545,3 años,Electrónica,Destinus,,Empleado,,,02/08/2024,Electronic Design Engineer,Indefinido,,5,Madrid - España,,Jornada completa,,,34ed1fbe72b1a3f67545,,"PCB, Altium, C, C++, Electrónica",Electrónica,"PCB, Altium, C, C++, Electrónica"
Marketing,,,,,,,"['Marketing', 'SEO']",https://www.tecnoempleo.com/product-marketing-manager-innovation-hub-remoto/marketing-seo/rf-7fc310dca2a943f6bd46,3-5 años,MarketingSEO/Posicionamiento Web,Semrush,,Empleado,,,02/08/2024,Product Marketing Manager (Innovation Hub),Indefinido,,19,100% En remoto,,Jornada completa,,,7fc310dca2a943f6bd46,,"Marketing, SEO, Marketing, SEO/Posicionamiento Web",MarketingSEO/Posicionamiento Web,"Marketing, SEO, Marketing, SEO/Posicionamiento Web"
Técnico de Sistemas,,,,,,,"['Microsoft 365', 'Windows Server']",https://www.tecnoempleo.com/administrador-m365-hibrido/microsoft-365-windows-server/rf-beda1f2562ac43d6734f,3-5 años,Técnico de Sistemas,DQS,,Empleado,,,02/08/2024,Administrador M365,Indefinido,,24,Valencia (Híbrido),,Jornada completa,,30.000 € - 36.000 € Bruto/año,beda1f2562ac43d6734f,,"Microsoft 365, Windows Server, Técnico de Sistemas",Técnico de Sistemas,"Microsoft 365, Windows Server, Técnico de Sistemas"
Programador,,,,,,,"['React', 'Redux', 'HTML5']",https://www.tecnoempleo.com/desarrollador-front-con-react-madrid/react-redux-html5-css-javascript-node/rf-79af18e39256e35f0648,Más de 5 años,Programador,KTI Key Talent Indicator,,Empleado,,,02/08/2024,Desarrollador/a Front con React,Indefinido,,39,Madrid - España,,Jornada completa,,42.000 € - 54.000 € Bruto/año,79af18e39256e35f0648,,"React, Redux, HTML5, CSS, Javascript, Node, Programador",Programador,"React, Redux, HTML5, CSS, Javascript, Node, Programador"
Jefe de Equipo,,,,,,,"['SAP', 'HANA']",https://www.tecnoempleo.com/sap-sd-team-lead-remoto/sap-hana/rf-84af198e129a73c4dc42,Más de 5 años,Jefe de Equipo,Recruit 121 Group,,Empleado,,,02/08/2024,SAP SD Team Lead,Indefinido,España,8,100% En remoto,,Jornada completa,,60.000 € - 80.000 € Bruto/año,84af198e129a73c4dc42,,"SAP, HANA, Jefe de Equipo",Jefe de Equipo,"SAP, HANA, Jefe de Equipo"
Programador,,,,,,,"['Business Central', 'Dynamics']",https://www.tecnoempleo.com/desarrollador-business-central-hibrido/business-central-dynamics/rf-a31b131b729413f7e347,3-5 años,Programador,LÃBERIT,,Empleado,,,02/08/2024,Desarrollador/a Business Central,Indefinido,,4,Madrid (Híbrido),,Jornada completa,FP2/Grado Superior,24.000 € - 42.000 € Bruto/año,a31b131b729413f7e347,,"Business Central, Dynamics, Programador",Programador,"Business Central, Dynamics, Programador"
Big Data,,,,,,,"['ETL', 'Python', 'PostgreSQL']",https://www.tecnoempleo.com/senior-data-engineer-hibrido/etl-python-postgresql/rf-11831f5a1275c358804a,Más de 5 años,Big Data,NEBEUS,,Empleado,,,02/08/2024,Senior Data Engineer,Indefinido,,1,Barcelona (Híbrido),,Jornada completa,,48.000 € - 60.000 € Bruto/año,11831f5a1275c358804a,,"ETL, Python, PostgreSQL, Big Data",Big Data,"ETL, Python, PostgreSQL, Big Data"
Desarrollador Web,,,100% En remoto,,Inglés (Alto),,"['Angular', 'TypeScript', 'JavaScript']",https://www.tecnoempleo.com/desarrollador-fullstack-remoto/angular-typescript-javascript-html/rf-92e919d7c24e63b1a444,MÃ¡s de 5 aÃ±os,Desarrollador WebProgramador,Krell Consulting & Training,,Empleado,,,02/08/2024,Desarrollador Fullstack,Freelance/AutÃ³nomo,,74,,,Jornada completa,Sin estudios,,92e919d7c24e63b1a444,,"Angular, TypeScript, JavaScript, HTML, Desarrollador Web, Programador",Desarrollador WebProgramador,"Angular, TypeScript, JavaScript, HTML, Desarrollador Web, Programador"
Jefe de Proyecto,,,,,,,['Project Manager'],https://www.tecnoempleo.com/project-manager-h-m-presencial/project-manager/rf-7da21aecc21733b06e42,3 años,Jefe de Proyecto,Michael Page,,Empleado,,,02/08/2024,Project Manager (h/m),Indefinido,,4,Cantabria (Presencial),,Jornada completa,,,7da21aecc21733b06e42,,"Project Manager, Jefe de Proyecto",Jefe de Proyecto,"Project Manager, Jefe de Proyecto"
Técnico de Gestión,,,,,,,"['Shopify', 'amazon']",https://www.tecnoempleo.com/gestor-e-commerce-barcelona/shopify-amazon/rf-fd2814bc225c03cb6143,3 años,Técnico de Gestión,Page Personnel,,Empleado,,,02/08/2024,Gestor E-commerce,Indefinido,,15,Barcelona - España,,Jornada completa,,,fd2814bc225c03cb6143,,"Shopify, amazon, Técnico de Gestión",Técnico de Gestión,"Shopify, amazon, Técnico de Gestión"
Técnico de Sistemas,,,,,,,"['Navision', 'Windows']",https://www.tecnoempleo.com/tecnico-sistemas-ingles-alto-presencial/navision-windows/rf-4f051d1c220243a4cc48,3 años,Técnico de Sistemas,Marlex,,Empleado,,,02/08/2024,Técnico de sistemas (Inglés alto),Indefinido,,20,Madrid (Presencial),,Jornada completa,FP2/Grado Superior,,4f051d1c220243a4cc48,,"Navision, Windows, Técnico de Sistemas",Técnico de Sistemas,"Navision, Windows, Técnico de Sistemas"
